path,ring,role,authority,read_write,runtime_consumed,test_covered
"src/__tests__/services/memory/MemoryIntelligenceEngine.test.ts","Ring 3-4 frontend","memory test","test","read/metadata","no/unknown","is-test"
"src/__tests__/services/memory/UnifiedMemoryService.namespace.test.ts","Ring 3-4 frontend","legacy file-based memory service","legacy/risk","read/metadata","risk","is-test"
"src/__tests__/services/memoryEngine-persistent-bridge.test.ts","Ring 3-4 frontend","memory test","test","read/metadata","no/unknown","is-test"
"src/__tests__/unifiedMemory.test.ts","Ring 3-4 frontend","memory test","test","read/metadata","no/unknown","is-test"
"src/apps/devtools/components/MemoryTree.tsx","Ring 3-4 frontend","memory-related","unknown","read/metadata","no/unknown","needs cross-ref"
"src/apps/devtools/sections/Memory.tsx","Ring 3-4 frontend","memory-related","unknown","read/metadata","no/unknown","needs cross-ref"
"src/cognitive/memory/memoryEngine.ts","Ring 3-4 frontend","memory-related","unknown","read/metadata","no/unknown","needs cross-ref"
"src/components/MemoryEvolution/MemoryEvolutionCenter.css","Ring 3-4 frontend","memory-related","unknown","read/metadata","no/unknown","needs cross-ref"
"src/components/MemoryEvolution/MemoryEvolutionCenter.tsx","Ring 3-4 frontend","memory-related","unknown","read/metadata","no/unknown","needs cross-ref"
"src/components/MemoryEvolution/index.ts","Ring 3-4 frontend","memory-related","unknown","read/metadata","no/unknown","needs cross-ref"
"src/components/chat/MemoryDashboard.tsx","Ring 3-4 frontend","memory-related","unknown","read/metadata","no/unknown","needs cross-ref"
"src/components/chat/MemoryViewer.css","Ring 3-4 frontend","memory-related","unknown","read/metadata","no/unknown","needs cross-ref"
"src/components/chat/MemoryViewer.tsx","Ring 3-4 frontend","memory-related","unknown","read/metadata","no/unknown","needs cross-ref"
"src/components/chat/__tests__/MemoryDashboard.test.tsx","Ring 3-4 frontend","memory test","test","read/metadata","no/unknown","is-test"
"src/components/devtools/MemoryTree.tsx","Ring 3-4 frontend","memory-related","unknown","read/metadata","no/unknown","needs cross-ref"
"src/components/panels/MemoryPanel.tsx","Ring 3-4 frontend","memory-related","unknown","read/metadata","no/unknown","needs cross-ref"
"src/components/sections/MemoryEvolutionSection.tsx","Ring 3-4 frontend","memory-related","unknown","read/metadata","no/unknown","needs cross-ref"
"src/components/sections/MemorySection.tsx","Ring 3-4 frontend","memory-related","unknown","read/metadata","no/unknown","needs cross-ref"
"src/config/memoryEngine.config.ts","Ring 3-4 frontend","memory-related","unknown","read/metadata","no/unknown","needs cross-ref"
"src/core/ai/agents/memory_core_agent.ts","Ring 3-4 frontend","memory-related","unknown","read/metadata","no/unknown","needs cross-ref"
"src/core/prompts/memoryTemplates.ts","Ring 3-4 frontend","memory-related","unknown","read/metadata","no/unknown","needs cross-ref"
"src/data/memory_clusters.json","Ring 3-4 frontend","memory-related","unknown","read/metadata","no/unknown","needs cross-ref"
"src/data/memory_ct.json","Ring 3-4 frontend","memory-related","unknown","read/metadata","no/unknown","needs cross-ref"
"src/data/memory_evolution_config.json","Ring 3-4 frontend","memory-related","unknown","read/metadata","no/unknown","needs cross-ref"
"src/data/memory_lt.json","Ring 3-4 frontend","memory-related","unknown","read/metadata","no/unknown","needs cross-ref"
"src/data/memory_mt.json","Ring 3-4 frontend","memory-related","unknown","read/metadata","no/unknown","needs cross-ref"
"src/data/memory_patterns.json","Ring 3-4 frontend","memory-related","unknown","read/metadata","no/unknown","needs cross-ref"
"src/features/cognitive/MemoryTimeline.tsx","Ring 3-4 frontend","memory-related","unknown","read/metadata","no/unknown","needs cross-ref"
"src/features/kernel/MemoryGraph.tsx","Ring 3-4 frontend","memory-related","unknown","read/metadata","no/unknown","needs cross-ref"
"src/features/memory/MemorySearchPanel.css","Ring 3-4 frontend","memory-related","unknown","read/metadata","no/unknown","needs cross-ref"
"src/features/memory/MemorySearchPanel.tsx","Ring 3-4 frontend","memory-related","unknown","read/metadata","no/unknown","needs cross-ref"
"src/features/memory/MemoryTreeViewer.css","Ring 3-4 frontend","memory-related","unknown","read/metadata","no/unknown","needs cross-ref"
"src/features/memory/MemoryTreeViewer.tsx","Ring 3-4 frontend","memory-related","unknown","read/metadata","no/unknown","needs cross-ref"
"src/features/memory/dedupeMemoryEntries.ts","Ring 3-4 frontend","memory-related","unknown","read/metadata","no/unknown","needs cross-ref"
"src/features/memory/index.ts","Ring 3-4 frontend","memory-related","unknown","read/metadata","no/unknown","needs cross-ref"
"src/features/memory/memoryTreeData.ts","Ring 3-4 frontend","memory-related","unknown","read/metadata","no/unknown","needs cross-ref"
"src/hooks/__tests__/useUnifiedMemory.test.ts","Ring 3-4 frontend","memory test","test","read/metadata","no/unknown","is-test"
"src/pages/Memory.tsx","Ring 3-4 frontend","memory-related","unknown","read/metadata","no/unknown","needs cross-ref"
"src/services/__tests__/chatMemory.test.ts","Ring 3-4 frontend","memory test","test","read/metadata","no/unknown","is-test"
"src/services/ai/__tests__/memoryWritePolicy.test.ts","Ring 3-4 frontend","memory test","test","read/metadata","no/unknown","is-test"
"src/services/ai/__tests__/workingMemoryCompressor.test.ts","Ring 3-4 frontend","memory test","test","read/metadata","no/unknown","is-test"
"src/services/ai/memoryIntegration.ts","Ring 3-4 frontend","memory-related","unknown","read/metadata","no/unknown","needs cross-ref"
"src/services/ai/memoryWritePolicy.ts","Ring 3-4 frontend","memory-related","unknown","read/metadata","no/unknown","needs cross-ref"
"src/services/ai/providers/__tests__/providerMemoryReuse.test.ts","Ring 3-4 frontend","memory test","test","read/metadata","no/unknown","is-test"
"src/services/api/memory.ts","Ring 3-4 frontend","memory-related","unknown","read/metadata","no/unknown","needs cross-ref"
"src/services/chat/__tests__/chatMemorySingleDoor.timeContext.test.ts","Ring 3-4 frontend","canonical prompt context door","test","read/metadata","no/unknown","is-test"
"src/services/chat/__tests__/temporalMemoryManager.test.ts","Ring 3-4 frontend","memory test","test","read/metadata","no/unknown","is-test"
"src/services/knowledge_manager/memoryOptimizer.ts","Ring 3-4 frontend","memory-related","unknown","read/metadata","no/unknown","needs cross-ref"
"src/services/knowledge_runtime/MemoryAgingPolicy.ts","Ring 3-4 frontend","memory-related","unknown","read/metadata","no/unknown","needs cross-ref"
"src/services/knowledge_runtime/MemoryCandidateLedger.ts","Ring 3-4 frontend","memory-related","unknown","read/metadata","no/unknown","needs cross-ref"
"src/services/knowledge_runtime/MemoryPromotionPolicy.ts","Ring 3-4 frontend","memory-related","unknown","read/metadata","no/unknown","needs cross-ref"
"src/services/knowledge_runtime/__tests__/MemoryAgingPolicy.test.ts","Ring 3-4 frontend","memory test","test","read/metadata","no/unknown","is-test"
"src/services/knowledge_runtime/__tests__/MemoryCandidateLedger.test.ts","Ring 3-4 frontend","memory test","test","read/metadata","no/unknown","is-test"
"src/services/knowledge_runtime/__tests__/MemoryPromotionPolicy.test.ts","Ring 3-4 frontend","memory test","test","read/metadata","no/unknown","is-test"
"src/services/memory/MemoryBridge.ts","Ring 3-4 frontend","memory-related","legacy/risk","read/metadata","risk","needs cross-ref"
"src/services/memory/MemoryIntelligenceEngine.ts","Ring 3-4 frontend","memory-related","unknown","read/metadata","no/unknown","needs cross-ref"
"src/services/memory/UnifiedMemoryService.ts","Ring 3-4 frontend","legacy file-based memory service","legacy/risk","read/metadata","risk","needs cross-ref"
"src/services/memory/__tests__/knowledgeGraphIndex.test.ts","Ring 3-4 frontend","memory test","test","read/metadata","no/unknown","is-test"
"src/services/memory/__tests__/memoryWebEnricher.test.ts","Ring 3-4 frontend","memory test","test","read/metadata","no/unknown","is-test"
"src/services/memory/knowledgeGraphIndex.ts","Ring 3-4 frontend","memory-related","unknown","read/metadata","no/unknown","needs cross-ref"
"src/services/memory/memorySelfHealEngine.ts","Ring 3-4 frontend","memory-related","unknown","read/metadata","no/unknown","needs cross-ref"
"src/services/memory/memoryUtils.ts","Ring 3-4 frontend","memory-related","unknown","read/metadata","no/unknown","needs cross-ref"
"src/services/memory/memoryWebEnricher.ts","Ring 3-4 frontend","memory-related","unknown","read/metadata","no/unknown","needs cross-ref"
"src/services/memory/persistentMemory.config.ts","Ring 3-4 frontend","memory-related","unknown","read/metadata","no/unknown","needs cross-ref"
"src/services/memory/persistentMemory.normalize.ts","Ring 3-4 frontend","memory-related","unknown","read/metadata","no/unknown","needs cross-ref"
"src/services/memory/types.ts","Ring 3-4 frontend","memory-related","unknown","read/metadata","no/unknown","needs cross-ref"
"src/services/memory/v2/MemoryGraphV2ShadowContract.ts","Ring 3-4 frontend","memory-related","unknown","read/metadata","no/unknown","needs cross-ref"
"src/services/memory/v2/__tests__/MemoryGraphV2ShadowContract.test.ts","Ring 3-4 frontend","memory test","test","read/metadata","no/unknown","is-test"
"src/services/unified/__tests__/UnifiedMemory.benchmark.ts","Ring 3-4 frontend","canonical frontend unified memory","test","read/metadata","no/unknown","is-test"
"src/services/unified/__tests__/UnifiedMemory.perf.test.ts","Ring 3-4 frontend","canonical frontend unified memory","test","read/metadata","no/unknown","is-test"
"src/services/unified/__tests__/UnifiedMemory.unit.test.ts","Ring 3-4 frontend","canonical frontend unified memory","test","read/metadata","no/unknown","is-test"
"src/stores/memoryStore.selectors.ts","Ring 3-4 frontend","memory-related","unknown","read/metadata","no/unknown","needs cross-ref"
"src/stores/memoryStore.ts","Ring 3-4 frontend","memory-related","unknown","read/metadata","no/unknown","needs cross-ref"
"src/tests/memory/memorySelfHealTests.ts","Ring 3-4 frontend","memory-related","test","read/metadata","no/unknown","is-test"
"src/types/memoryEngine.ts","Ring 3-4 frontend","memory-related","unknown","read/metadata","no/unknown","needs cross-ref"
"src/ui/pages/ControlPanel/sections/MemorySection.tsx","Ring 3-4 frontend","memory-related","unknown","read/metadata","no/unknown","needs cross-ref"
